date,gdp,gnp,potential_gdp,real_gdp,real_gnp,real_potential_gdp,real_gdp_nfb,potential_lf,potential_lf_prod,potential_lfpr,noncyclical_rate_of_unemployment,output_gap,nfb_real_potential_gdp,nfb_potential_hrs_worked,nfb_index_capital_services,nfb_potential_tfp,nfb_potential_lab_prod,nfb_capital_share,pce_price_index,core_pce_price_index,cpiu,core_cpiu,chained_cpiu,gdp_price_index,eci_wages_salaries,oil_rac_imported,oil_price_wti_spot,nat_gas_price_henry_hub,house_price_index_fhfa,exchange_rate_export_weighted,unemployment_rate,labor_force,lfpr_16yo,empl_civ_16yo,empl_payroll_nf,output_per_hr_nfb,hours_nfb,population_civ_16yo,households,treasury_note_rate_10yr,treasury_bill_rate_3mo,fed_funds_rate,personal_income,compensation,wages_and_salaries,nonwage_income,prop_inc_farm_adj,prop_inc_nonfarm_adj,rental_inc_adj,interest_inc_pers,dividend_inc_pers,corp_profits_adj,corp_profits_domestic_adj,pce,gross_pri_dom_invest,nonres_fixed_invest,res_fixed_invest,change_pri_inv,government_c_gi,federal_government_c_gi,sl_government_c_gi,net_exports,exports,imports,current_account_balance,real_pce,real_gross_pri_dom_invest,real_nonres_fixed_invest,real_res_fixed_invest,real_change_pri_invest,real_government_c_gi,real_federal_government_c_gi,real_sl_government_c_gi,real_net_exports,real_exports,real_imports
1959,521.6500,524.4250,520.08896651130264,3180.2250,3203.3750,3170.6644535521332,2054.1000,68.339031236020016,46.394582789214592,59.195204332240424,5.4411633030929568,0.3050246494217812,2042.0217019123184,51.712629796413008,15.416953307549526,48.961408691743328,20.60102209483508,0.329,16.175750,16.850250,29.15,30.175,NA,16.401750,NA,NA,NA,NA,NA,NA,5.4499999999999992,68.359333333333328,59.272344555685944,64.6285,53.372166666666672,32.943500,51.706750,115.3305,NA,4.3333333333333328,3.3858333333333332,3.305,402.8750,285.825,259.8500,106.65000,10.075000,40.3000,15.550000,28.12500,12.60000,55.52500,52.80000,317.1000,85.66925,53.12400,28.62825,3.917,118.45750,73.57875,44.87900,0.375000,22.72500,22.3250,-1.27500,1960.5250,351.41525,175.76875,231.36125,18.0070000,1079.50300,542.52625,491.70675,-37.8750,96.05000,133.92500
1960,542.3750,545.5250,549.54334933630888,3262.0500,3287.1750,3304.994976290764,2090.2500,69.441480270513808,47.592630839825432,59.172748415351336,5.4665257322540288,-1.282905394237352,2128.948813843138,52.481943568018488,15.91976940941197,50.011562506931456,21.163274668916316,0.329,16.441250,17.151250,29.585,30.641666666666664,NA,16.625500,NA,NA,NA,NA,NA,NA,5.5416666666666672,69.658666666666672,59.412166444211776,65.784500000000008,54.293916666666664,33.328500,52.009000,117.24491666666666,NA,4.1166666666666664,2.8833333333333332,3.2158333333333332,422.1500,301.275,272.8500,111.52500,10.625000,39.9500,16.450000,31.15000,13.35000,54.67500,51.52500,331.1750,86.47800,56.38925,26.85575,3.233,120.52000,72.87475,47.64525,4.225000,27.05000,22.8500,3.17500,2014.3000,352.70900,185.46100,215.57675,15.2992500,1086.30125,533.59750,513.06300,-22.9750,112.72500,135.70000
1961,562.2000,565.7250,576.42425041713272,3345.6750,3373.1500,3430.4346729386824,2135.7250,70.16903287291024,48.887302689719464,59.149655009483184,5.4950426919555664,-2.4812188524394016,2208.5499707828612,52.977743867236296,16.416147852591642,51.03731412984256,21.749340569334576,0.329,16.611500,17.363500,29.901666666666668,31,NA,16.803000,NA,NA,NA,NA,NA,NA,6.6916666666666664,70.449916666666664,59.316907748600248,65.744249999999992,54.102833333333336,34.416250,51.457250,118.77016666666666,NA,3.8825,2.3541666666666664,1.955,440.5750,310.400,280.5250,117.72500,11.225000,41.9750,17.200000,33.42500,13.90000,55.92500,52.65000,341.4750,86.58350,56.59875,27.01100,2.974,129.23725,77.37900,51.85800,4.925000,27.60000,22.7000,4.20000,2055.6500,353.83775,186.91250,216.48900,13.7255000,1145.05875,559.92350,544.52275,-21.4750,113.35000,134.82500
1962,603.9250,608.0250,606.83504297392536,3550.6750,3581.3500,3567.7635447154216,2281.8250,71.064003643797464,50.203132448984576,59.132282123202928,5.5277188684463504,-0.47586159767846744,2295.7556591110496,53.596211296179984,16.987276499515496,52.070779535803696,22.346805191572352,0.329,16.806250,17.598500,30.253333333333332,31.4,NA,17.007500,NA,NA,NA,NA,NA,NA,5.5666666666666664,70.619416666666664,58.775244276709936,66.701666666666664,55.659583333333328,35.982500,52.590750,120.15291666666666,NA,3.9458333333333336,2.7733333333333336,2.7083333333333332,468.8500,332.200,299.3500,125.42500,11.250000,44.0250,18.050000,37.05000,15.05000,64.05000,60.27500,362.5500,96.97700,61.23300,29.64300,6.101,140.28675,85.51825,54.76850,4.100000,29.07500,24.9750,3.80000,2157.2750,395.89575,202.04400,237.20300,28.3017500,1220.03300,610.22925,560.48825,-31.0500,119.05000,150.10000
1963,637.4500,641.9500,641.09536994019376,3705.3250,3738.0250,3726.5515834334712,2386.4500,72.392499662602736,51.47527425003568,59.127259873087184,5.5672245967330928,-0.57399658776468024,2398.3754249092104,54.53690247406088,17.627629138520906,53.124919455047488,22.943049200780452,0.329,17.007250,17.834000,30.633333333333332,31.808333333333332,NA,17.202750,NA,NA,NA,NA,NA,NA,5.6416666666666664,71.812166666666672,58.662163081582176,67.7595,56.76675,37.202000,53.193250,122.41625,NA,4.0025,3.1591666666666668,3.1783333333333332,492.7750,350.425,314.8500,131.85000,11.000000,45.4250,18.700000,40.47500,16.25000,70.52500,66.42500,382.0250,103.28500,64.80925,32.85450,5.6210000000000008,147.19300,87.87525,59.31800,4.950000,31.07500,26.1500,4.95000,2246.3000,422.77000,213.78575,264.98175,26.1857500,1249.56225,611.67075,593.18175,-26.6500,127.50000,154.15000
1964,684.4500,689.3750,679.483960721258,3918.8000,3954.0000,3890.3534976621976,2545.7000,73.633257445165008,52.83229337735028,59.14098806213496,5.614115804359436,0.73197543591950192,2505.1797510195236,55.407345064610256,18.354438509476808,54.200399768640072,23.588203273804292,0.329,17.253500,18.102250,31.038333333333332,32.299999999999996,NA,17.465000,NA,NA,NA,NA,NA,NA,5.1583333333333336,73.07725,58.704126660805528,69.301416666666672,58.394416666666664,38.199250,55.265500,124.48483333333334,NA,4.1866666666666664,3.5466666666666664,3.4966666666666664,528.2000,375.975,337.7750,141.10000,9.775000,49.3500,18.825000,44.95000,18.20000,77.70000,73.25000,410.6250,112.15175,72.22950,35.10050,4.822,154.76325,90.25600,64.50700,6.900000,35.02500,28.1000,7.47500,2380.0000,456.11500,236.71350,280.89925,22.3157500,1280.18100,609.31875,632.77425,-19.8000,142.57500,162.37500
1965,742.3000,747.5500,722.77839609099232,4173.4250,4210.3000,4063.8928840247088,2728.8500,74.85640936662,54.28739893707048,59.179343020017344,5.6655605,2.6832889335845712,2620.885734278754,56.262088080512992,19.2369796027935,55.297652499335384,24.302820321939904,0.329,17.502000,18.330500,31.528333333333332,32.733333333333336,NA,17.784750,NA,NA,NA,NA,NA,NA,4.5083333333333328,74.424,58.826688395156168,71.070333333333336,60.87875,39.419500,57.401750,126.51325,55.799984891845424,4.2825000000000008,3.9491666666666664,4.075,570.6750,405.400,363.7500,152.50000,12.025000,51.6250,19.350000,49.30000,20.20000,89.27500,84.57500,442.9500,129.64575,85.23575,35.16275,9.247,164.05325,93.19550,70.85775,5.625000,37.17500,31.5250,6.17500,2530.9750,519.24200,276.26650,273.71825,42.5385000,1321.14775,613.87825,674.67375,-33.0750,146.55000,179.62500
1966,813.4000,818.4750,775.69791819940016,4448.7250,4483.9500,4242.3431869135896,2925.0250,75.868373714538992,55.915471016701984,59.247555866632168,5.71655875,4.8701983334271448,2742.6147967561232,56.95882571266112,20.279285453050092,56.417118415914176,25.12056447366358,0.329,17.944500,18.741250,32.470833333333332,33.549999999999996,NA,18.282750,NA,NA,NA,NA,NA,NA,3.7916666666666664,75.744583333333344,59.148098144621224,72.878,64.025000000000008,40.845250,59.388500,128.05766666666664,56.746499706997872,4.9233333333333336,4.8625,5.1116666666666664,620.3250,449.250,400.3250,162.82500,13.025000,54.9250,19.900000,54.30000,20.67500,96.12500,91.60000,479.9250,144.18750,97.17325,33.37850,13.636000000000002,185.44450,106.57525,78.86950,3.875000,40.95000,37.0500,3.80000,2674.4500,565.87225,310.18400,250.74800,60.9502500,1436.25200,679.11025,716.59175,-49.6500,156.67500,206.32500
1967,859.9500,865.3500,834.02114853231936,4570.7000,4607.0500,4432.654069289328,2979.7750,77.063880904374432,57.516975409186824,59.350153666860248,5.7639075,3.1217525393419044,2873.7969915410668,57.796139304919304,21.318718240404628,57.55924721024164,25.940480087443984,0.329,18.395250,19.314250,33.375,34.708333333333336,NA,18.813250,NA,NA,NA,NA,NA,NA,3.8416666666666664,77.347666666666672,59.555045189522696,74.375833333333328,65.935416666666672,41.604750,59.394750,129.87341666666666,57.704347779042776,5.0733333333333336,4.3066666666666664,4.22,665.7250,481.775,429.0000,170.80000,11.625000,57.8500,20.350000,59.45000,21.52500,93.87500,89.07500,506.6750,142.69850,99.20625,33.62700,9.865,207.01775,120.00575,87.01225,3.550000,43.45000,39.9000,3.50000,2754.4000,546.07500,309.11950,244.20625,43.8090000,1550.24950,748.00700,752.38800,-61.0750,160.27500,221.35000
1968,940.6250,946.7250,909.63514525045376,4795.4000,4834.3250,4637.2751583381696,3138.5750,78.585454768745088,59.007098466253968,59.49084445808696,5.8095062546768192,3.4125410688906956,3014.4364433069284,58.8750409381786,22.32710279084582,58.724497677909728,26.711362372328188,0.329,19.115250,20.146750,34.791666666666664,36.325,NA,19.614000,NA,NA,NA,NA,NA,NA,3.5583333333333336,78.710416666666672,59.616618255015096,75.913000000000016,68.026666666666672,43.056500,60.449500,132.02733333333334,59.135687668701272,5.6458333333333336,5.3383333333333328,5.6591666666666664,730.9250,530.750,471.9500,182.75000,11.650000,62.1750,20.100000,65.27500,23.55000,101.72500,96.10000,556.8500,156.91850,107.66800,40.19925,9.052,225.52575,127.96225,97.56325,1.350000,47.92500,46.5500,1.52500,2913.1750,578.71550,323.95450,277.26625,39.8030000,1603.01250,759.41625,797.42700,-81.4250,172.92500,254.35000
1969,1017.6000,1023.7500,994.9756690491608,4945.2250,4983.3000,4834.6855463297304,3234.8750,80.183835527398128,60.293342471202112,59.672268907338136,5.8577156601257328,2.2953655390169416,3153.0423978707696,59.860151197950976,23.386336227284536,59.822289663237016,27.480053374638044,0.329,19.976000,21.086250,36.683333333333328,38.416666666666664,NA,20.576750,NA,NA,NA,NA,NA,NA,3.4916666666666668,80.705083333333328,60.07686839157856,77.874916666666656,70.514833333333328,43.133250,62.197000,134.3345,60.395558050163,6.6708333333333336,6.6666666666666672,8.2041666666666656,800.3500,584.450,518.3500,197.65000,12.825000,64.1750,20.325000,76.07500,24.25000,98.40000,91.82500,603.6250,173.56150,120.01325,44.37525,9.173,238.98425,131.19325,107.79075,1.400000,51.92500,50.5000,1.60000,3021.7750,610.94800,346.47425,285.96800,39.1432500,1604.66250,740.51650,825.14125,-87.4750,181.37500,268.85000
1970,1073.3250,1079.7000,1084.1742792015914,4954.4750,4992.2000,5004.0401984999344,3230.7250,82.0710343732676,60.971331106580536,59.895628350181768,5.9113878416366576,-0.98368314965388832,3276.1274458433304,60.707038666280824,24.384174162182276,60.702545124417304,28.154669673249592,0.329,20.910000,22.073750,38.841666666666672,40.816666666666664,NA,21.662000,NA,NA,NA,NA,NA,99.132855766735936,4.9833333333333336,82.796083333333344,60.397556380625256,78.66875,71.007416666666672,43.749250,61.244750,137.08566666666666,61.735391122891576,7.3483333333333344,6.3916666666666664,7.1833333333333336,865.0250,623.350,551.5750,213.40000,12.900000,64.8750,20.675000,90.65000,24.30000,86.27500,79.15000,646.7500,170.05650,124.64475,43.41050,2.00075,252.58100,132.80475,119.77625,3.950000,59.70000,55.7500,3.70000,3092.9250,573.80250,343.39200,271.04075,7.2257500,1570.84550,694.92100,848.39350,-79.6250,200.70000,280.32500
1971,1164.8750,1172.4250,1176.833898296485,5117.5750,5159.1500,5169.9157299884912,3351.4500,84.548524838346048,61.14718330138336,60.160287515776456,5.9708701528549192,-1.0092330327149596,3399.2904014089928,61.793043558758432,25.307830079919556,61.471297090037384,28.699555616794932,0.329,21.798000,23.112500,40.483333333333336,42.733333333333336,NA,22.761000,NA,NA,NA,NA,NA,96.657384861371616,5.95,84.376166666666656,60.175287738464872,79.3545,71.330749999999992,45.457250,61.141500,140.21633333333332,63.305637080225824,6.1591666666666664,4.3325000000000008,4.6625,932.8000,665.000,584.5250,230.85000,13.400000,70.5000,21.825000,100.10000,25.02500,100.62500,92.80000,699.9250,196.82325,130.41575,58.15250,8.2555,267.46825,134.47875,132.99000,0.625000,62.95000,62.3500,0.32500,3211.0250,632.93425,343.22775,343.21775,32.2825000,1541.35925,650.53200,874.98850,-91.1000,204.17500,295.27500
1972,1279.1250,1287.6750,1268.4584028199566,5386.7250,5431.2500,5342.288460286356,3577.2250,87.171618698985056,61.284176205174656,60.463508021682632,6.033413388893128,0.82424091435303888,3528.8531619931712,62.952845942200464,26.321078614539184,62.235818889238944,29.244686632428996,0.329,22.541750,23.856000,41.808333333333336,44.041666666666672,NA,23.744750,NA,NA,NA,NA,NA,91.74490486043856,5.6,87.011,60.37150583646768,82.135166666666656,73.787583333333344,47.036000,63.063250,144.12541666666666,65.28546479173528,6.21,4.0725,4.4341666666666664,1024.4500,731.350,638.8000,254.45000,17.025000,78.1000,22.750000,109.75000,26.82500,117.20000,107.67500,768.1500,228.14275,146.63575,72.39925,9.10775,286.18925,141.64525,144.54350,-3.375000,70.85000,74.2250,-4.05000,3407.6750,704.23075,373.14175,402.77950,33.1607500,1533.45425,629.89800,894.26450,-108.4250,220.07500,328.50000
1973,1425.3750,1438.0000,1381.2864260395082,5690.8500,5749.4500,5514.2506429369048,3836.9500,89.4272005371048,61.660936102445408,60.800480275619304,6.0930743954086296,3.2075007444564928,3661.3074766274056,63.949544447027792,27.504336339831504,62.996420828870688,29.869281699706212,0.329,23.755500,24.764500,44.425,45.575,NA,25.045000,NA,NA,NA,NA,NA,85.736924960841696,4.8583333333333336,89.410666666666672,60.782165797169088,85.051333333333328,76.901666666666672,48.491750,65.621500,147.09708333333334,67.30505753246692,6.8425,7.0316666666666664,8.7274999999999984,1140.8000,812.675,708.7750,291.07500,29.100000,83.4500,23.100000,125.52500,29.90000,133.37500,118.47500,849.5750,266.92550,172.72650,78.32175,15.8775,304.76550,146.18525,158.58025,4.125000,95.27500,91.1750,8.87500,3576.3250,781.28725,422.49750,400.19175,50.3962500,1528.53475,607.72925,919.49600,-82.2250,261.52500,343.75000
1974,1545.2500,1560.7750,1558.6885708213048,5660.1000,5726.0750,5706.8248755218416,3779.4250,91.815374584777664,62.15444761147556,61.164746683930392,6.1440663861846928,-0.8054035531263992,3810.0506851087344,65.299116632884672,28.662502332529572,63.73120107322592,30.440355534168988,0.329,26.228750,26.725250,49.316666666666664,49.358333333333336,NA,27.291750,NA,12.443333333333334,NA,NA,NA,85.921621937249424,5.6416666666666664,91.975916666666672,61.267835224554784,86.802583333333328,78.383083333333328,47.676500,65.739000,150.12108333333334,69.135972379594552,7.5575,7.83,10.5025,1251.8250,887.700,772.2750,315.95000,23.475000,88.7250,23.175000,147.40000,33.17500,125.70000,108.25000,930.1750,274.52600,191.06900,69.46700,13.98975,341.37025,158.83450,182.53575,-0.825000,126.65000,127.4750,5.97500,3546.3750,729.54525,425.95125,321.71400,37.5910000,1562.14025,611.55825,952.80950,-53.6750,282.27500,335.95000
1975,1684.9000,1697.9000,1758.2320616021416,5648.4750,5700.7250,5894.9436854680304,3717.7250,94.265061659297824,62.53522851738936,61.54899795291764,6.1842548629074096,-4.1858167426632288,3955.1034640895304,66.828261508056784,29.508150349672596,64.456215347531656,30.876425126588888,0.329,28.415000,28.958500,53.825,53.908333333333328,NA,29.827000,NA,13.884166666666666,NA,NA,36.982975747023952,87.102207304559616,8.475,93.769833333333344,61.22661791727764,85.83025,77.071416666666672,48.954500,62.975250,153.15258333333332,70.641228264211704,7.9875,5.775,5.8241666666666664,1369.4000,947.250,814.8500,341.45000,21.975000,96.2250,22.300000,168.05000,32.90000,138.87500,124.22500,1030.5500,257.25375,196.77575,66.73325,-6.2555000000000008,381.12775,173.72925,207.39850,15.975000,138.70000,122.7250,19.85000,3626.8000,611.36350,387.61625,282.88975,-16.5220000,1596.52825,614.78875,987.62075,-18.1500,280.47500,298.62500
1976,1873.4250,1890.2750,1913.1547925723156,5952.8250,6014.4000,6078.9533251442392,3984.2500,96.728359287271776,62.844895753660488,61.946089485710216,6.2141322500000008,-2.0738003330391996,4096.2119866538936,68.382378742016304,30.28617370805082,65.187434638632256,31.251268096174232,0.329,29.973750,30.718250,56.933333333333328,57.441666666666672,NA,31.469250,NA,13.471666666666668,NA,NA,39.508660268841456,89.610479760213056,7.7,96.150666666666672,61.575162539774808,88.7525,79.507416666666672,50.665250,65.213500,156.14933333333334,72.263178252843536,7.6116666666666656,4.9741666666666672,5.045,1502.6500,1048.350,899.7500,371.30000,17.200000,113.7750,20.300000,181.05000,38.97500,174.32500,157.80000,1147.6500,323.22450,219.34575,86.76250,17.116499999999998,404.15275,184.80025,219.35275,-1.625000,149.52500,151.1250,7.10000,3828.9000,728.03775,409.51650,345.42625,44.2620000,1604.85275,615.66675,995.93425,-64.2750,292.72500,357.00000
1977,2081.8250,2102.1250,2097.4324004783324,6228.1000,6296.8500,6275.2793730475072,4213.0000,99.136929375178528,63.298102774656984,62.350020291373848,6.2332533908538824,-0.7565556977006256,4246.7995853041768,69.896237547728248,31.287496092430916,65.92694919883596,31.698272065632156,0.329,31.923250,32.694250,60.616666666666664,61.033333333333328,NA,33.424000,NA,14.525833333333332,NA,NA,44.224837930785608,91.2911442008,7.0500000000000008,98.984166666666672,62.239826716483112,92.017249999999984,82.59975,51.542750,67.782250,159.03325,73.767247840791728,7.4191666666666672,5.2691666666666672,5.5375,1659.2250,1165.825,994.1500,411.95000,15.975000,128.5250,15.850000,206.87500,44.72500,205.77500,186.67500,1273.9750,396.61225,259.05950,115.22875,22.324,434.33175,200.33950,233.99200,-23.100000,159.35000,182.4250,-10.90000,3990.7250,831.90225,453.60850,416.24975,55.7115000,1624.18650,628.77825,1000.16950,-96.2500,299.77500,396.02500
1978,2351.6000,2373.1750,2322.3382233021576,6572.8250,6641.3500,6492.6119299543464,4494.3500,101.61548454825846,63.892642699091024,62.756577492350576,6.2392617380828856,1.2238140139399584,4413.9168885831168,71.460823399685312,32.553871333566116,66.674853133277,32.224185853693044,0.329,34.144500,34.860750,65.241666666666672,65.474999999999992,NA,35.774750,NA,14.561666666666668,NA,NA,50.437976879004736,85.586501376106896,6.0666666666666664,102.23325,63.140460281748264,96.046166666666672,86.829083333333328,52.251500,71.317500,161.91075,75.65005971963368,8.41,7.1883333333333336,7.9308333333333328,1863.7250,1316.775,1120.5500,468.30000,19.925000,146.0500,16.525000,235.07500,50.72500,238.55000,215.70000,1422.2750,478.37650,314.57575,138.00975,25.79075,476.33675,218.92250,257.41400,-25.375000,186.87500,212.2500,-12.65000,4165.3750,928.13200,516.29550,444.01425,58.8685000,1670.76875,643.65625,1033.15925,-98.9250,331.42500,430.35000
1979,2627.3250,2659.2750,2605.1042755170456,6780.9500,6871.7250,6722.841274930176,4646.4250,104.15778642241224,64.543774093130128,63.163409878773,6.2300525041656496,0.86871801044409168,4590.039889917776,73.105882778961536,34.017859808015972,67.313028508341856,32.75618062666006,0.329,37.178250,37.402500,72.583333333333344,71.858333333333336,NA,38.741500,NA,21.5425,NA,NA,56.88085899942104,84.111159537494288,5.8500000000000008,104.96058333333334,63.66451267157636,98.82525,89.9355,52.175000,73.853250,164.8645,77.14990321727064,9.4424999999999984,10.069166666666666,11.194166666666668,2082.6750,1477.200,1253.3250,522.62500,22.175000,157.2750,16.100000,269.62500,57.45000,248.97500,214.37500,1585.4000,539.64950,373.82450,147.84125,17.98425,524.80175,240.57400,284.22750,-22.550000,230.15000,252.6750,-1.17500,4264.4000,960.66250,567.87100,427.37200,36.1797500,1700.84775,657.84875,1048.21400,-73.2500,364.25000,437.50000
1980,2857.3250,2891.5000,2919.5017780082708,6763.5000,6853.4500,6909.3712929855504,4606.8000,106.6337946110788,64.7952917755632,63.569465693680384,6.2067407788925168,-2.1065518937440268,4722.5769002489368,74.794754644492896,35.43893256927666,67.268618566786376,32.941780781130176,0.329,41.181500,40.840000,82.383333333333328,80.783333333333328,NA,42.251250,38.275000,33.973333333333328,NA,NA,61.676754254228928,84.182757723949808,7.175,106.97400000000002,63.771911545727664,99.303333333333344,90.531583333333344,52.141000,73.268000,167.74558333333332,78.762371067330512,11.46,11.434166666666666,13.355833333333334,2323.6250,1622.250,1373.4250,587.45000,11.700000,159.8750,19.000000,332.90000,63.97500,223.55000,188.07500,1750.6750,530.09975,406.91100,129.52000,-6.3309999999999992,589.59750,274.86975,314.72800,-13.050000,280.77500,293.8250,8.50000,4251.1000,864.00125,567.98800,337.96000,-12.1192500,1731.63425,685.38125,1046.23050,-4.9500,403.42500,408.37500
1981,3207.0250,3239.9500,3273.3553321554364,6935.1500,7014.9750,7077.3704522805848,4711.8500,108.841474695613,65.023842898497744,63.973937168035656,6.1737044698486328,-2.0033246341399496,4837.8043523944608,76.374326475210272,36.826219654748784,67.086275940608144,33.047198160666908,0.329,44.871000,44.418750,90.933333333333344,89.25,NA,46.239750,41.750000,37.0725,NA,NA,63.214235113009744,91.906277660988032,7.6166666666666672,108.67591666666666,63.878624745080928,100.39958333333334,91.292166666666672,52.902000,73.863250,170.12983333333336,80.040772437236,13.910833333333332,14.024999999999998,16.378333333333334,2605.1250,1792.550,1511.4000,689.32500,19.025000,160.6500,23.775000,412.22500,73.65000,247.47500,217.80000,1933.9250,631.22900,472.93825,128.48200,29.80875,654.38100,313.97975,340.40125,-12.550000,305.25000,317.7500,3.40000,4310.0500,940.05100,602.83200,310.15550,50.3402500,1748.38050,716.04725,1024.44375,-10.6750,408.35000,419.02500
1982,3343.8000,3380.3000,3576.3959273476492,6810.1250,6893.0250,7282.9780778463296,4567.6750,110.88273319856892,65.680702561585744,64.375045009760528,6.1364318836135864,-6.4860280340258128,4988.7194645348752,77.86268762821376,38.07302883749272,67.502014532858112,33.426420654213688,0.329,47.363500,47.305500,96.533333333333328,95.85,NA,49.098750,44.700000,33.593333333333332,NA,NA,63.983457797146552,106.68268026769738,9.7083333333333344,110.24408333333334,63.994100801604208,99.529166666666672,89.684583333333328,52.466500,72.199000,172.27116666666666,80.957910139377312,13.001666666666666,10.614166666666666,12.258333333333332,2791.6000,1893.000,1587.5000,752.05000,13.325000,157.8750,23.825000,479.45000,77.57500,229.85000,197.25000,2071.2750,581.03375,485.09900,110.84775,-14.9135,711.47300,348.33600,363.13700,-19.975000,283.20000,303.2000,-3.30000,4373.1000,821.97375,585.08400,253.97000,-25.5062500,1779.81150,741.86150,1025.72900,-36.6000,377.10000,413.70000
1983,3634.0250,3671.1250,3832.3758404204704,7122.3000,7203.2750,7512.0858748182496,4850.7250,112.91420175876502,66.527809055474536,64.769056671566232,6.0990373514709472,-5.2010319710110824,5159.0483554635568,79.347236777582144,39.239820783421912,68.261064760642456,33.920851482709808,0.329,49.378250,49.727000,99.583333333333328,99.6,NA,51.018000,47.000000,29.346666666666668,NA,NA,68.546910555284568,118.22724753237842,9.6,111.51541666666666,64.009568395507256,100.82166666666668,90.288666666666672,54.602000,73.658000,174.21550000000002,81.767377860380016,11.105,8.6108333333333344,9.0866666666666656,2981.0750,2012.475,1677.5000,810.25000,6.200000,180.0750,24.425000,516.25000,83.30000,279.77500,244.70000,2281.6000,637.51700,482.15475,161.11275,-5.751,766.55700,382.35750,384.19975,-51.625000,277.00000,328.6500,-35.05000,4620.7000,898.68875,582.49950,360.59525,-10.1095000,1846.24475,788.26475,1039.33175,-98.6250,367.32500,465.95000
1984,4037.6500,4073.9000,4117.2252044469384,7637.7000,7715.1500,7788.4667235730992,5261.1500,115.32322275177962,67.534481551160736,65.38868930197032,6.0623238457260128,-1.9388147633047636,5361.8615716593032,81.098664585216752,40.85898932539164,69.053673805910776,34.492912524728568,0.329,51.243000,51.788750,103.93333333333332,104.7,NA,52.860250,49.075000,28.865833333333336,NA,NA,70.6436890243144,129.20121885223716,7.5083333333333328,113.53183333333334,64.36621965581388,105.00275,94.542583333333344,55.835500,78.138250,176.38291666666668,83.494379513752784,12.438333333333334,9.5225000000000016,10.225000000000002,3292.7250,2215.875,1844.9250,933.65000,20.925000,207.3000,24.650000,590.12500,90.65000,337.87500,301.30000,2492.3500,820.08975,564.32100,190.36400,65.405,827.91050,411.80450,416.10600,-102.725000,302.37500,405.1250,-90.05000,4863.7750,1143.95150,679.61300,413.81125,100.6177500,1911.08325,813.14250,1079.51575,-182.1000,397.25000,579.35000
1985,4339.0000,4364.3750,4397.116871862392,7956.1750,8011.7750,8062.8672531626256,5492.8250,117.14619799373242,68.82572028952508,65.678151086919344,6.0239193796844488,-1.3255267653314946,5565.1408928004984,82.441517526871568,42.703059891724864,69.855486181083816,35.217394241385584,0.329,53.030750,53.892500,107.6,109.28333333333334,NA,54.532500,51.225000,26.998333333333336,NA,NA,73.944013915839968,139.28941358886778,7.1916666666666664,115.46741666666666,64.794280038947632,107.154,97.528666666666672,56.799750,80.193000,178.20566666666668,84.999128130918224,10.623333333333334,7.4791666666666672,8.1008333333333344,3524.8750,2387.300,1982.5250,993.60000,20.975000,220.0750,26.225000,628.92500,97.40000,354.50000,316.37500,2712.8250,829.65175,607.75100,200.07650,21.8245,910.51650,452.90900,457.60750,-114.000000,303.20000,417.2500,-114.32500,5115.6000,1143.22325,724.43050,423.29350,32.3880000,2038.62600,875.70425,1140.72850,-206.4000,410.55000,616.95000
1986,4579.6250,4596.5750,4642.61055298192,8231.6500,8270.7500,8344.7933153123584,5700.6000,119.10909896059692,70.058580565281192,65.930090084735088,5.979706231506348,-1.3542898776189332,5771.3023886566856,83.889871893448224,44.368578773690416,70.666608750045952,35.891626544490136,0.329,54.184250,55.752250,109.69166666666666,113.70833333333334,NA,55.637750,52.975000,14.3225,15.036666666666668,NA,79.541559402402832,130.52741423273118,7,117.84558333333334,65.256616124741752,109.60058333333334,99.4975,58.494500,80.818750,180.58675,86.219697089432576,7.6825,5.9783333333333336,6.805,3733.0750,2542.050,2102.3250,1042.90000,22.775000,233.7000,18.275000,662.12500,106.02500,324.40000,284.87500,2886.2750,849.14725,607.76450,234.81200,6.5704999999999992,976.07600,481.65775,494.41800,-131.875000,321.00000,452.8500,-142.67500,5326.7500,1145.03025,711.95225,475.79650,10.5950000,2149.31300,926.90150,1197.98775,-227.5250,442.05000,669.57500
1987,4855.2500,4872.7000,4913.0292184995848,8516.4250,8553.6250,8618.0950275744928,5907.7750,120.93228468354224,71.262442452515248,66.166433321175464,5.92510187828064,-1.1835440983878676,5968.7523235036096,85.251259971354864,45.883205082367784,71.48714961752472,36.526891045475776,0.329,55.855000,57.547750,113.61666666666666,118.175,NA,57.004500,54.625000,18.046666666666668,19.171666666666668,NA,85.649489412932864,126.0517537249059,6.175,119.85283333333334,65.581638359127144,112.43933333333334,102.11441666666668,58.814750,83.296500,182.75275,87.543740762044016,8.3841666666666672,5.775,6.6575000000000008,3961.5750,2722.425,2256.2750,1094.20000,28.875000,257.6000,16.600000,678.95000,112.17500,366.00000,317.97500,3076.2750,892.17725,615.23850,249.78975,27.149,1031.52975,502.78475,528.74475,-144.775000,363.97500,508.7000,-154.10000,5507.6250,1177.56950,712.58225,485.16025,42.5955000,2211.69375,960.88475,1223.99125,-219.0250,490.32500,709.35000
