date,gdp,gnp,potential_gdp,real_gdp,real_gnp,real_potential_gdp,real_gdp_nfb,potential_lf,potential_lf_prod,potential_lfpr,noncyclical_rate_of_unemployment,output_gap,nfb_real_potential_gdp,nfb_potential_hrs_worked,nfb_index_capital_services,nfb_potential_tfp,nfb_potential_lab_prod,nfb_capital_share,pce_price_index,core_pce_price_index,cpiu,core_cpiu,chained_cpiu,gdp_price_index,eci_wages_salaries,oil_rac_imported,oil_price_wti_spot,nat_gas_price_henry_hub,house_price_index_fhfa,exchange_rate_export_weighted,unemployment_rate,labor_force,lfpr_16yo,empl_civ_16yo,empl_payroll_nf,output_per_hr_nfb,hours_nfb,population_civ_16yo,households,treasury_note_rate_10yr,treasury_bill_rate_3mo,fed_funds_rate,personal_income,compensation,wages_and_salaries,nonwage_income,prop_inc_farm_adj,prop_inc_nonfarm_adj,rental_inc_adj,interest_inc_pers,dividend_inc_pers,corp_profits_adj,corp_profits_domestic_adj,pce,gross_pri_dom_invest,nonres_fixed_invest,res_fixed_invest,change_pri_inv,government_c_gi,federal_government_c_gi,sl_government_c_gi,net_exports,exports,imports,current_account_balance,real_pce,real_gross_pri_dom_invest,real_nonres_fixed_invest,real_res_fixed_invest,real_change_pri_invest,real_government_c_gi,real_federal_government_c_gi,real_sl_government_c_gi,real_net_exports,real_exports,real_imports
2012,16253.9500,16486.7250,16810.127022085286,16253.9750,16486.7250,16809.940785656876,12058.4750,157.39656874544386,106.79928179011544,64.658218644339312,4.766587655445048,-3.3062593639367092,12565.18118781024,107.5466935217147,100,99.586334650560976,60.954648868435736,0.329,100.000000,100.000000,229.58608333333332,229.75683333333332,131.97575,100.000250,116.025000,101.07083333333332,94.110833333333328,2.7525,181.525,162.89152926083278,8.075,154.97383333333334,63.700806422694928,142.47458333333332,134.15433333333334,100.149500,99.851250,243.28433333333332,114.5551364726175,1.8025,0.085833333333333328,0.14000000000000002,14014.3750,8567.375,6928.1500,4034.55000,59.950000,1286.4250,534.500000,1318.55000,835.12500,1997.40000,1592.05000,11047.3750,2621.75350,2118.52725,432.01500,71.211750000000008,3136.47025,1287.01000,1849.46025,-551.625000,2217.70000,2769.3250,-423.95000,11047.3750,2621.75400,2118.52700,432.01500,71.2117500,3136.47025,1287.01000,1849.46000,-551.6250,2217.72500,2769.30000
2013,16843.2250,17073.4750,17402.123061847834,16553.3500,16780.2500,17102.779902893766,12328.5750,158.35700962161434,108.0008256298546,64.468490336217384,4.7302944052597128,-3.2132353817049844,12837.184058738292,108.35303169207574,102.52390924395888,100.41259591665448,61.810778965499504,0.329,101.354250,101.534750,232.95175,233.81041666666664,133.59158333333334,101.768750,118.225000,98.029166666666672,97.905833333333328,3.7266666666666664,194.07,165.21133635549748,7.3583333333333328,155.3975,63.252719193326784,143.94066666666668,136.35833333333334,100.564000,101.664750,245.67933333333336,115.28331626623024,2.3508333333333332,0.058333333333333336,0.1075,14193.6500,8835.075,7114.0250,4038.55000,86.950000,1315.2250,577.425000,1265.62500,793.32500,2010.67500,1611.85000,11363.5500,2826.01325,2211.49425,509.98850,104.53075,3133.04850,1227.15950,1905.88850,-479.400000,2286.97500,2766.4000,-352.07500,11211.7000,2801.47325,2205.96400,485.45200,108.6550000,3060.71550,1215.81600,1844.43275,-519.3250,2283.60000,2802.92500
2014,17550.6750,17785.9250,18054.396702689572,16932.0250,17159.2250,17418.454497629282,12695.1250,159.5215668201563,109.19106661594524,64.29575436397232,4.7004880272978672,-2.7955104050642608,13128.806346432116,109.29290333039578,105.21150933302192,101.2457126181071,62.671166528499568,0.329,102.886500,103.186500,236.715,237.90233333333332,135.52408333333332,103.662500,120.625000,89.566666666666656,93.258333333333328,4.3683333333333328,203.5075,170.06430368977678,6.1583333333333336,155.92025000000002,62.8847109954038,146.31866666666668,138.9195,101.186500,104.041250,247.94658333333332,116.36906933675498,2.5408333333333336,0.0325,0.089166666666666672,14976.5750,9250.175,7476.3250,4338.35000,67.725000,1377.9000,602.700000,1336.82500,953.20000,2120.22500,1715.35000,11847.7250,3044.17825,2400.05675,560.15575,83.966000000000016,3168.82100,1216.00100,1952.81975,-510.050000,2377.42500,2887.4500,-376.17500,11515.3000,2959.19850,2365.31450,504.10775,86.2992500,3033.22825,1184.68750,1847.55100,-575.2750,2372.27500,2947.55000
2015,18206.0250,18426.4000,18596.889617794204,17390.3000,17602.4750,17763.589737467144,13123.8000,160.94323558092834,110.37096692423294,64.124377130802016,4.6740104880997496,-2.1006073433527008,13445.376720021636,110.40650721971774,108.04183361876106,102.08617723615536,63.534966667341152,0.329,103.115500,104.486750,237.00175,242.2575,135.36233333333334,104.661500,123.325000,46.514166666666664,48.688333333333336,2.6125,213.9775,194.40011958247872,5.275,157.13808333333332,62.654815031044352,148.84466666666666,141.80116666666666,102.397750,106.286250,250.80058333333336,117.78060959832274,2.1358333333333332,0.052500000000000008,0.1325,15685.2500,9699.425,7859.5000,4505.17500,54.100000,1366.7250,609.500000,1441.80000,1033.05000,2060.47500,1665.27500,12263.4750,3237.16075,2466.55525,633.82100,136.78475,3231.58500,1221.76150,2009.82400,-526.200000,2268.65000,2794.8500,-424.70000,11892.9250,3121.75575,2420.34850,555.42700,137.5847500,3088.35025,1184.53000,1902.23525,-721.7000,2378.70000,3100.45000
2016,18695.1000,18927.0500,19114.76057698562,17680.3000,17901.9250,18077.26618014474,13364.8750,161.8682981439571,111.67852104274232,63.932716944105144,4.6465775334505392,-2.1963610267458468,13734.848170466094,111.1815645838635,110.7511102129236,102.93555015635798,64.45074823901656,0.329,104.148250,106.137500,240.00541666666668,247.60358333333332,136.62508333333336,105.703250,126.250000,38.676666666666664,43.144166666666664,2.4925,225.9575,203.3829469002332,4.875,159.1875,62.78668344495736,151.43641666666668,144.33241666666666,102.883250,107.726750,253.5375,118.79278052726124,1.8416666666666664,0.3175,0.395,16096.9000,9966.125,8091.2250,4592.62500,34.100000,1389.2250,626.650000,1465.20000,1077.45000,2037.72500,1617.77500,12693.3000,3205.03650,2469.33550,699.44250,36.2585,3303.05350,1234.51225,2068.54125,-506.250000,2232.10000,2738.3500,-403.67500,12187.6750,3089.91400,2441.99750,592.11175,35.7052500,3148.77900,1190.52600,1956.26650,-757.0750,2388.37500,3145.42500
2017,19477.3500,19770.3250,19813.609344509968,18076.6500,18350.7250,18389.086858501372,13726.4750,162.6702698094258,113.04436543223468,63.729388435305704,4.616636461797324,-1.7008122001347852,14023.115871160364,111.8883322995303,113.46346746403092,103.82718898728786,65.387444268465824,0.329,106.053750,107.937750,245.121,252.1525,139.03575,107.743000,129.475000,49.226666666666664,50.884166666666664,2.9608333333333336,239.8825,202.2576084946168,4.3583333333333336,160.31933333333334,62.850991243475768,153.33458333333334,146.61091666666666,104.190500,109.251500,255.079,119.84621212353874,2.33,0.93083333333333344,1.0016666666666668,16839.8250,10424.375,8474.4250,4858.72500,39.075000,1465.5250,650.600000,1548.95000,1154.57500,2128.55000,1629.65000,13233.6000,3385.62450,2593.15100,760.28375,32.189500000000004,3394.83725,1262.40725,2132.43000,-536.750000,2388.25000,2925.0000,-371.40000,12478.2250,3215.99100,2542.51375,615.84400,36.2592500,3162.29775,1195.54825,1964.75175,-796.9750,2490.30000,3287.25000
2018,20533.0750,20823.3500,20691.611495306704,18609.0500,18874.7500,18752.841949782,14209.4000,163.6648504231814,114.58029184753802,63.542818615528744,4.5834249901206272,-0.7672420614074,14357.176778896814,112.84808707374158,116.55065256472728,104.79066472291796,66.375884443016784,0.329,108.316750,110.094750,251.09949999999996,257.56141666666668,141.84191666666666,110.344000,133.400000,61.025000000000008,64.938333333333336,3.1416666666666668,254.64999999999996,200.70064781733932,3.8916666666666664,162.07825000000002,62.871967160160008,155.763,148.897,105.772250,111.405500,257.79066666666664,121.371806731436,2.91,1.9391666666666668,1.8316666666666664,17683.8000,10957.900,8900.0500,5110.92500,29.175000,1539.5500,679.975000,1608.85000,1253.37500,2311.95000,1791.37500,13904.9500,3642.38550,2784.73225,798.56525,59.08825,3578.76950,1337.94800,2240.82150,-593.075000,2538.10000,3131.1750,-441.17500,12837.3250,3398.89950,2708.25575,612.31675,66.0880000,3215.34750,1231.29150,1982.53750,-865.4000,2560.07500,3425.50000
2019,21380.9500,21659.0500,21462.467692154176,19036.0500,19286.8500,19108.829702730968,14596.3250,164.09050887521062,116.45258263141472,63.390207501020328,4.542095117959628,-0.38210984681607,14690.456258742738,113.4953922858422,119.87831277189396,105.82409037578062,67.529362444337008,0.329,109.933000,111.972500,255.65166666666668,263.2075,143.90366666666666,112.303000,137.325000,57.881666666666664,56.984166666666664,2.5658333333333336,267.51,207.08827759244168,3.6833333333333336,163.53441666666666,63.09782329312248,157.53433333333334,150.89141666666668,107.780250,112.307000,259.175,122.76461578635474,2.1441666666666664,2.0608333333333332,2.1583333333333332,18587.0250,11448.100,9324.6000,5418.67500,29.175000,1572.2750,698.200000,1658.15000,1460.87500,2402.15000,1873.47500,14392.7000,3807.14175,2921.12900,813.22400,72.789,3759.89775,1415.38025,2344.51725,-578.775000,2538.45000,3117.2500,-452.62500,13092.2750,3492.68775,2804.59825,606.23250,73.1097500,3321.71125,1279.28350,2041.13200,-892.5750,2572.10000,3464.70000
2020,21060.4500,21257.4500,22133.935479385872,18509.1500,18685.4000,19454.815236457368,14090.8500,164.46306713826436,118.29267357469096,63.242426426785368,4.4964314102029312,-4.8615647885722208,15010.330943856602,114.08451316627248,122.47461836412996,106.91764510380164,68.643670966760592,0.329,111.144500,113.464250,258.85058333333336,267.70491666666668,145.44933333333332,113.814000,141.375000,37.273333333333336,39.2275,2.0341666666666668,288.5675,211.52004582212824,8.0916666666666672,160.76266666666666,61.754461485372248,147.81275,142.15316666666666,112.556000,103.883750,260.329,125.8758853750055,0.89416666666666672,0.365,0.37583333333333336,19832.3000,11592.750,9457.3750,5458.40000,45.175000,1597.9500,719.850000,1647.30000,1448.12500,2260.10000,1830.47500,14116.1750,3642.92525,2797.91900,900.82875,-55.8225,3928.88225,1520.55450,2408.32775,-627.500000,2148.65000,2776.1250,-592.45000,12700.7250,3306.47325,2666.00650,649.84300,-54.5815000,3406.66475,1358.87875,2048.46150,-922.6500,2231.67500,3154.32500
2021,23315.0750,23488.2000,23547.592188785504,19609.8000,19759.3250,19808.367925237612,15193.3500,165.0426872018088,120.01891740372112,63.041800305854048,4.460810144157168,-1.007226638374667,15327.593985849368,114.69676169418214,125.0946581504855,108.0670373510502,69.720122787972912,0.329,115.620750,117.388250,270.97141666666664,277.253,151.94958333333332,118.923500,147.025000,65.364166666666664,67.9875,3.9083333333333336,336.8825,202.329249429466,5.3666666666666672,161.21208333333334,61.661635877726,152.58625,146.28091666666666,115.014750,109.546750,261.44516666666664,126.730763792901,1.4424999999999998,0.044166666666666664,0.08,21294.8000,12538.500,10290.1000,5679.85000,51.325000,1702.2750,723.800000,1658.57500,1543.87500,2771.10000,2358.72500,15902.5750,4113.50175,3025.01050,1107.58175,-19.09075,4160.71725,1609.15450,2551.56275,-861.700000,2539.62500,3401.3500,-861.35000,13754.1000,3602.99550,2835.37025,719.38075,-19.3902500,3426.25250,1390.51450,2037.88850,-1233.3750,2366.77500,3600.15000
2022,25462.7250,25640.1250,25696.6275,20014.1500,20158.2250,20197.89,15539.6500,165.77945,121.8355339560435,62.78887141442244,4.4382233805,-0.90973809495238096,15676.2625,115.34625,128.09722499999998,109.2651589112905,70.904845123291256,0.329,122.861000,123.284000,292.612525,294.30165,163.86275,127.225250,154.800000,91.845825,94.786666666666656,6.42,384.2825,215.28263623571476,3.64166675,164.290675,62.237570000000008,158.2965,152.62525,113.076250,113.967250,263.9735,128.36695,2.9516667500000004,2.021666675,1.68333325,21777.2250,13564.500,11189.6000,5974.10000,91.725000,1756.5750,781.875000,1726.62500,1617.30000,2952.60000,2499.02500,17357.1750,4632.45900,3347.01400,1126.57250,158.8725,4448.13500,1646.68650,2801.44825,-975.050000,2975.82500,3950.8750,-994.72500,14130.3500,3746.85775,2944.75200,643.09025,124.9672500,3406.49475,1355.26425,2051.21800,-1356.6500,2534.37500,3891.05000
2023,26820.5900,26928.4525,27136.877500000004,20318.2250,20404.5350,20557.4125,15752.4775,166.1353,123.73856894419544,62.519528117028056,4.423101730351888,-1.1620990995516194,16005.720000000002,115.692875,131.04974999999998,110.4775404466621,72.178101520223888,0.329,127.598350,128.719575,304.766925,309.01925,170.738025,132.003800,162.431575,69.47475,74.482862794689296,2.4601416666666668,389.7059,213.34222942275308,3.7312645,166.413125,62.5452325,160.202575,156.133125,112.954250,115.652525,266.06861301554556,129.719425,3.75958825,5.063711,5.04706175,23059.2325,14228.295,11739.2650,6538.63725,95.476570,1818.7275,864.272200,2101.36975,1658.79175,2644.10425,2185.34575,18355.3025,4642.35500,3585.69475,1031.00575,25.6547975,4709.81150,1755.48350,2954.32825,-886.896850,3025.93925,3912.8115,-1002.99825,14385.9975,3620.71175,3021.19125,571.95775,19.2314775,3492.28200,1394.04025,2098.78975,-1255.8360,2613.26450,3869.07500
2024,27771.4650,27849.4425,28296.7275,20528.9025,20591.0900,20917.165,15925.7275,166.73255,125.45285514537538,62.283317181388784,4.4110272073439224,-1.85614040726218,16331.335,116.1796,133.488875,111.69776854179738,73.337894570601104,0.329,131.131750,132.817500,313.688575,319.831575,175.11987499999998,135.275850,169.633050,66.840667499999992,70.074396466530456,3.2235916666666668,393.2105,208.841888176882,4.52136475,166.8931,62.3266925,159.34710000000002,156.72977499999998,114.647150,115.199850,267.77235355904952,130.266725,4.0399154999999992,4.703666,4.9603795,24203.4525,14918.950,12289.7000,6882.95125,82.404725,1896.9490,877.483875,2351.77775,1674.33525,2630.15575,2138.13850,18983.4050,4760.14400,3671.69900,1064.48125,23.9642825,4887.90500,1808.90975,3078.99525,-859.989325,3088.98550,3948.9750,-1014.68175,14476.2300,3659.89625,3051.99975,578.97220,19.5542700,3520.30050,1395.77550,2124.09800,-1188.7450,2650.45425,3839.19925
2025,28997.6275,29065.0275,29419.1625,20977.8100,21031.0275,21282.95,16348.2900,167.527625,127.04080982722718,62.119370096092776,4.399257150107256,-1.4344900688945032,16663.1725,116.731975,135.97665,112.92989372974824,74.47396851258528,0.329,134.202025,136.206450,320.97590000000004,327.91382499999996,178.62135,138.224825,175.951375,65.23214,68.079741805203184,3.8362833333333336,401.8271,205.16580765670056,4.58923025,167.47502500000002,62.077615,159.7893,156.62245000000002,118.302525,114.601550,269.7836599462168,131.06755000000002,3.7233245,3.60208225,3.865656,25174.5725,15571.035,12792.5175,7074.73900,73.550985,1989.7415,873.773175,2426.64550,1711.02800,2910.01000,2376.73275,19784.8225,5046.10975,3823.63875,1146.26575,76.2057725,5055.10300,1860.95100,3194.15175,-888.407250,3182.25875,4070.6660,-1060.01675,14742.0675,3833.62425,3146.86650,610.60725,61.9536400,3542.02200,1399.84750,2141.27225,-1198.5175,2715.45925,3913.97700
